id,sessionid,watersenid,content,sentiment_key,positive_probs
22,0006f1fe48ba77fa7f42b0acab6e2fad,0,好的，明白啦，谢谢,2,0.9608
23,0006f1fe48ba77fa7f42b0acab6e2fad,1,您客气了，为您服务是小妹的荣幸呢,2,0.6722
25,0006f1fe48ba77fa7f42b0acab6e2fad,1,亲爱哒，来都来了，用你发财的小手给我一个评价吧，谢谢,2,0.9495
26,000a6c4feb94f14c8b5850698aa737df,0,"您好申请退款了,什么能退回",1,0.0247
27,000a6c4feb94f14c8b5850698aa737df,1,小妹为您看看，您稍等哦，请问您订单支付的银行卡，是普通储蓄卡，还是信用卡呢,1,0.4014
28,000a6c4feb94f14c8b5850698aa737df,0,信用卡,1,0.5882
29,000a6c4feb94f14c8b5850698aa737df,1,"一般都是原路返回哦，信用卡银行卡个工作日京东处理个工作日,剩余银行到账周期实际到账周期以银行为准哦，请您等下了哦",2,0.8053
30,000a6c4feb94f14c8b5850698aa737df,0,可以了谢谢,2,0.9362
31,000a6c4feb94f14c8b5850698aa737df,1,您客气了哦，这是小妹应该做的哦，麻烦给小妹一个评价啦您的支持是我最大的动力呢,2,0.8945
34,000afe94d4e83c130a68bf4bc1a57fc2,0,我申请的价保啥候退款，退到哪里的,1,0.0478
35,000afe94d4e83c130a68bf4bc1a57fc2,1,之前订单吗，差价原路返回您付款方式，一个工作日到账,1,0.2965
36,000afe94d4e83c130a68bf4bc1a57fc2,0,好的,1,0.8565
37,000afe94d4e83c130a68bf4bc1a57fc2,1,请问还有其他还可以帮到您的吗,2,0.405
38,000afe94d4e83c130a68bf4bc1a57fc2,0,没了，谢谢,2,0.6464
39,001403e3aee03d4b22dd08373c6fe1a7,0,我上次买了一块手表，每天都会快分钟是什么情况呢，是不是这个手表有问题呢,0,0.242
40,001403e3aee03d4b22dd08373c6fe1a7,1,亲爱的客户，还麻烦您提供下订单号，妹子这边给您查询哦,2,0.9378
41,001403e3aee03d4b22dd08373c6fe1a7,0,这个是订单编号,1,0.2438
42,001403e3aee03d4b22dd08373c6fe1a7,1,恩亲好的,1,0.8817
43,001403e3aee03d4b22dd08373c6fe1a7,0,确认一下是什么情况，为什么每天都会快这么多,0,0.5107
44,001403e3aee03d4b22dd08373c6fe1a7,1,请不要在晚上到凌晨调整，因手表均采用慢跳的方式在这个段内进行跳转，此内机心在运转过程中，在此段内调整容易照成手表损坏和日期跳转不正确的情况,1,0.0378
45,001403e3aee03d4b22dd08373c6fe1a7,0,我先看看吧，除了这个段不能调整，其他都可以吧,1,0.4506
46,001403e3aee03d4b22dd08373c6fe1a7,1,可以的哦亲亲,2,0.9739
47,001403e3aee03d4b22dd08373c6fe1a7,0,好的，谢谢,2,0.9683
48,001694e83e741a04c27f368cebe47bdf,0,请问一下，我买了四条轮胎，但是订单留的手机号不是在用这个手机号，我忘记修改了，到店安装需要验证码，我没有,1,0.2328
49,001694e83e741a04c27f368cebe47bdf,1,那您需要自己击订单详情查看，或是商品页面联系商家商家给您处理下的,1,0.1487
50,001694e83e741a04c27f368cebe47bdf,0,订单详情里面只有四个消费码没有验证码，商家说找京东客服，人工服务有电话吗我打电话咨询一下,1,0.3855
51,001694e83e741a04c27f368cebe47bdf,1,消费码就是安装验证码，就是那四个消费码,1,0.7776
52,001694e83e741a04c27f368cebe47bdf,0,输进去了，不对,0,0.1009
53,001694e83e741a04c27f368cebe47bdf,1,不用输入直接给安装门店的工作人员就行,1,0.7503
54,001694e83e741a04c27f368cebe47bdf,0,工作人员说不行啊，搞得我现在很尴尬,0,0.0713
55,001694e83e741a04c27f368cebe47bdf,1,正在查看,1,0.6864
56,001694e83e741a04c27f368cebe47bdf,0,已解决，是老板自己年纪大了，对这些不太懂，谢谢客服,2,0.4076
57,001694e83e741a04c27f368cebe47bdf,1,不客气的，也辛苦您了,2,0.3937
58,001d5f3856178091933bf493ea5083e2,0,所买货大约几天会到,1,0.7615
59,001d5f3856178091933bf493ea5083e2,1,亲，厂家送货经常快递没有信息，但是实际已发货，预计的配送是个工作日哦5,2,0.6282
60,001d5f3856178091933bf493ea5083e2,0,哦，知道啦谢谢,2,0.9661
61,001d5f3856178091933bf493ea5083e2,1,您客气了，为您服务是小妹的荣幸呢,2,0.6722
63,001f3c35add2db91e9cbc3336247c8d5,0,你好请问我这个要自己承担运费吗,1,0.1327
64,001f3c35add2db91e9cbc3336247c8d5,1,亲您是要,1,0.3295
65,001f3c35add2db91e9cbc3336247c8d5,0,退货，台灯按钮不灵敏,0,0.0187
66,001f3c35add2db91e9cbc3336247c8d5,1,商品质量问题吗，亲这个的话不需要您承担运费的，建议您先申请售后的呢,2,0.0606
67,001f3c35add2db91e9cbc3336247c8d5,0,售后上门取件需要我付钱吗,1,0.0407
68,001f3c35add2db91e9cbc3336247c8d5,1,不需要的亲亲，咱们京东商品质量问题的话，不需要您出运费的,1,0.8911
69,001f3c35add2db91e9cbc3336247c8d5,0,好的，谢谢，没了，要评价吗,2,0.7793
70,001f3c35add2db91e9cbc3336247c8d5,1,妹子怠慢的方，您多多包含哦，辛苦您击聊天框中的给我一个评价哦，妹子期待再次为您服务,2,0.9817
71,002e962341d6097d02c81e574d739234,0,下了单，东西缺货，补货一般需要多久，为什么买之前没提示,0,0.0314
72,002e962341d6097d02c81e574d739234,1,商品是预定的预定的商品预计天到货,1,0.6934
73,002e962341d6097d02c81e574d739234,0,是七天内发货，还是七天内，东西能送到,1,0.3011
74,002e962341d6097d02c81e574d739234,1,天内到货到货后给您发货去,1,0.5451
75,002e962341d6097d02c81e574d739234,0,到货是到哪儿了，到货从哪儿发货，北京吗,1,0.45
76,002e962341d6097d02c81e574d739234,1,乌鲁木齐发货的,1,0.3625
77,002e962341d6097d02c81e574d739234,0,好的，谢谢,2,0.9683
78,002e962341d6097d02c81e574d739234,1,不客气的,2,0.2138
79,002e962341d6097d02c81e574d739234,0,没有了，谢谢,2,0.685
82,003cd4f5e4203b5da3295173693d6a06,0,我买的酒壶盖子坏了，后来售后送来次都是坏的，怎么办，我已经再次申请换货了,1,0.0142
83,003cd4f5e4203b5da3295173693d6a06,1,换新的还是有问题是吗，建议您考虑商品的退呢,1,0.0426
84,003cd4f5e4203b5da3295173693d6a06,0,送来次都是盖子坏的,0,0.0461
85,003cd4f5e4203b5da3295173693d6a06,1,很抱歉给您带来不便,2,0.1508
86,003cd4f5e4203b5da3295173693d6a06,0,只能看看明天送来的坏不坏了对么,1,0.0296
87,003cd4f5e4203b5da3295173693d6a06,1,给您带来不便了亲，您关注下哈,2,0.6426
88,003cd4f5e4203b5da3295173693d6a06,0,嗯嗯,1,0.6629
91,003d1ec8cdcf8e1fdc4fdce1c9dd492c,0,我昨天买了一个水杯，我买错了想退掉，想请问一下我用的京东卡会退回来吗，我有一个块钱的京东卡，然后我现在退单的候这个卡能不能退回来,1,0.0155
92,003d1ec8cdcf8e1fdc4fdce1c9dd492c,1,会退的,1,0.2531
93,003d1ec8cdcf8e1fdc4fdce1c9dd492c,0,那我需要所有产品都退掉，还是可以只退保温杯即可，因为我昨天一共下单了三个产品，是否需要都退掉,1,0.0846
94,003d1ec8cdcf8e1fdc4fdce1c9dd492c,1,商品收到了吗,1,0.0918
95,003d1ec8cdcf8e1fdc4fdce1c9dd492c,0,收到了,1,0.537
96,003d1ec8cdcf8e1fdc4fdce1c9dd492c,1,单独退就可以了,1,0.405
97,003d1ec8cdcf8e1fdc4fdce1c9dd492c,0,好的，那单独退单保温杯京东卡可以退多少钱呀，我用的元京东卡，那单独退单保温杯京东卡可以退多少钱呀,1,0.3493
98,003d1ec8cdcf8e1fdc4fdce1c9dd492c,1,请您稍等，小妹正在查询中,1,0.3927
99,003d1ec8cdcf8e1fdc4fdce1c9dd492c,0,好的，麻烦尽快吧，谢谢,2,0.8817
100,003d1ec8cdcf8e1fdc4fdce1c9dd492c,1,请问还有其他还可以帮到您的吗,2,0.405
104,003ec4a2042db6fe4aba1b81ff764f9b,0,之前的，可以了吗，怎么这么慢的京东,0,0.0929
105,003ec4a2042db6fe4aba1b81ff764f9b,1,这个吗，您是要取消吗,1,0.023
106,003ec4a2042db6fe4aba1b81ff764f9b,0,对的，不要了,0,0.2301
107,003ec4a2042db6fe4aba1b81ff764f9b,1,亲需要发送邮箱，邮件主题，京保养客户退款单+订单号,1,0.0742
108,003ec4a2042db6fe4aba1b81ff764f9b,0,一左右就问的说等待现在总算有说法了，之前什么情况啊，我很失望,0,0.0108
109,003ec4a2042db6fe4aba1b81ff764f9b,1,亲很抱歉给您带来不便还请您消消气，我们还会改进的哈,2,0.4512
110,003ec4a2042db6fe4aba1b81ff764f9b,0,已经发送了,1,0.6222
111,003ec4a2042db6fe4aba1b81ff764f9b,1,会在个工作日处理的哈，亲因为什么原因呢，我在给您发一遍邮箱，给您督促处理,2,0.4044
112,003ec4a2042db6fe4aba1b81ff764f9b,0,好的，因为门店太少了不方便,1,0.7252
113,003ec4a2042db6fe4aba1b81ff764f9b,1,好的车子的型号您提供一下,1,0.8429
114,003ec4a2042db6fe4aba1b81ff764f9b,0,大众,1,0.4363
115,003ec4a2042db6fe4aba1b81ff764f9b,1,好的，我给您在督促一下哈,2,0.8911
116,003ec4a2042db6fe4aba1b81ff764f9b,0,好的谢谢,2,0.9687
117,003ec4a2042db6fe4aba1b81ff764f9b,1,您客气了哈，处理效个工作日，退款成功您会收到短信提示的哈,2,0.6504
118,003ec4a2042db6fe4aba1b81ff764f9b,0,那应该能成功的是吧，好的没啥了谢谢,2,0.5575
119,003ec4a2042db6fe4aba1b81ff764f9b,1,您客气了哈,2,0.7188
120,0040369daa067f8700749195ffd0a5d3,0,我要咨询其他问题，我没有收到铝合金气门，就一个轮胎,0,0.0574
121,0040369daa067f8700749195ffd0a5d3,1,亲爱的客户，还麻烦您提供下订单号，妹子这边给您查询哦，您收到几个包裹呢,2,0.9242
122,0040369daa067f8700749195ffd0a5d3,0,一个，就一个轮胎包裹,1,0.6485
123,0040369daa067f8700749195ffd0a5d3,1,我联系，显示分两个包裹,1,0.9175
124,0040369daa067f8700749195ffd0a5d3,0,我就就看着维修工人把轮胎打开了,0,0.0301
125,0040369daa067f8700749195ffd0a5d3,1,我已经联系了,2,0.5624
126,0040369daa067f8700749195ffd0a5d3,0,没了，啥候给我答复,0,0.0349
127,0040369daa067f8700749195ffd0a5d3,1,会查询的，正常今天会处理的,1,0.4695
129,004bab37482cdbdc687ddca411aab9bd,0,我看着现在是，我买的候是，是不是应该给我返差价的,1,0.3217
130,004bab37482cdbdc687ddca411aab9bd,1,可以，刚刚您申请了价保吗,1,0.236
131,004bab37482cdbdc687ddca411aab9bd,0,是的,1,0.5387
132,004bab37482cdbdc687ddca411aab9bd,1,等待一下结果,1,0.1818
134,0053a64b606d085664fb75ec59a1ad41,0,能催一下快递员吗,0,0.0677
135,0053a64b606d085664fb75ec59a1ad41,1,马上核实情况，请您稍等哈,2,0.2791
136,0053a64b606d085664fb75ec59a1ad41,0,我这边有急,0,0.6927
137,0053a64b606d085664fb75ec59a1ad41,1,石家庄,1,0.7762
138,0053a64b606d085664fb75ec59a1ad41,0,我想查询订单的配送信息,1,0.3013
139,0053a64b606d085664fb75ec59a1ad41,1,配送中了哦,2,0.8723
140,0053a64b606d085664fb75ec59a1ad41,0,我知道,1,0.5795
141,0053a64b606d085664fb75ec59a1ad41,1,您先等待哦，会尽快安排呢,2,0.8062
142,0053a64b606d085664fb75ec59a1ad41,0,好,1,0.8565
143,0053a64b606d085664fb75ec59a1ad41,1,请问还有其他还可以帮到您的吗,2,0.405
146,0053b92bd67f8070b89c6d7eb87111cc,0,麻烦看下快递到哪了,1,0.1972
147,0053b92bd67f8070b89c6d7eb87111cc,1,请您稍等一下，正在为您核实处理中哦，您的订单已到达，已经到了，辛苦您再等等的哈，我们这面也催下,2,0.6342
148,0053b92bd67f8070b89c6d7eb87111cc,0,不不，我想自提，家里没人,1,0.5081
149,0053b92bd67f8070b89c6d7eb87111cc,1,天津市多伦道号公寓底商,1,0.7842
150,0053b92bd67f8070b89c6d7eb87111cc,0,好的,1,0.8565
151,0053b92bd67f8070b89c6d7eb87111cc,1,您可以联系下沟通下自提的,2,0.5992
153,00569d24b035499887023ba8652cb368,0,"你好,没有售后票子吗",1,0.3433
153,00569d24b035499887023ba8652cb368,1,什么票子,1,0.3433
154,00569d24b035499887023ba8652cb368,0,保修的单子，,1,0.3677
155,00569d24b035499887023ba8652cb368,1,您的订单开具的是电子发票，电子发票一样具有法律效应电子发票是在订单完成后的内开具，您可以在我的订单页面击下载电子发票,1,0.2963
155,00569d24b035499887023ba8652cb368,1,月初有些延，也有可能是内，遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9805
156,00569d24b035499887023ba8652cb368,0,正常苹果售后都可以保吗，还是,1,0.1558
157,00569d24b035499887023ba8652cb368,1,可以,1,0.8344
158,00569d24b035499887023ba8652cb368,0,好的谢谢,2,0.9687
159,005d43043d98c87a45926227c33c55a4,0,我这个手机退回去检测，昨天给我打电话没接到，家里信号不好，能不能再打，手机着急用,1,0.0102
160,005d43043d98c87a45926227c33c55a4,1,可以，我帮您备注,2,0.8849
161,005d43043d98c87a45926227c33c55a4,0,也可以打，如果打不通，主要是信号不好,1,0.1099
162,005d43043d98c87a45926227c33c55a4,1,好的,1,0.8565
163,005d43043d98c87a45926227c33c55a4,0,谢谢，你转达给售后他们吧，谢谢,2,0.9227
164,005d43043d98c87a45926227c33c55a4,1,遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9812
165,0060d47039b78c133431ce13a449aa4a,0,我昨天手套申请的退款，我现在不退了，那个钱已经退给我了，货还在我这里，请问我不想退货了怎么给你们从新付款,1,0.0062
166,0060d47039b78c133431ce13a449aa4a,1,帮您通知配送终止取货,1,0.2336
167,0060d47039b78c133431ce13a449aa4a,0,那钱呢,1,0.3456
168,0060d47039b78c133431ce13a449aa4a,1,之后会下发付款链接，您之后在服务单里支付下就可以了,1,0.5357
169,0060d47039b78c133431ce13a449aa4a,0,我怎么退还给你们，好的，那麻烦你通知一下,1,0.1836
170,0060d47039b78c133431ce13a449aa4a,1,之后会有短信您的,1,0.7248
171,0060d47039b78c133431ce13a449aa4a,0,完了把付款的给我，我付款，麻烦了,1,0.2242
172,0060d47039b78c133431ce13a449aa4a,1,请问还有其他还可以帮到您的吗，您客气了,2,0.3906
173,0060d47039b78c133431ce13a449aa4a,0,没事呢,2,0.6564
174,006206af55645ccba1ba86be554f00ba,0,这个订单退款，退的不全，还少一张的,0,0.005
175,006206af55645ccba1ba86be554f00ba,1,十分抱歉，这边同沟通+客户，回复慢些，请理解等待分钟，这边会快马加鞭的努力回复的呢7,2,0.2477
176,006206af55645ccba1ba86be554f00ba,0,已到账，谢谢,2,0.8569
177,006206af55645ccba1ba86be554f00ba,1,您客气了，为您服务是小妹的荣幸呢,2,0.6722
178,0062f09e0780b34e9237300035f223e2,0,我想换货需要多长,1,0.1452
179,0062f09e0780b34e9237300035f223e2,1,没有查询到售后的申请,1,0.1368
180,0062f09e0780b34e9237300035f223e2,0,我还没有提交,1,0.3431
181,0062f09e0780b34e9237300035f223e2,1,天可以换，需要您先提交商品的售后的哈,2,0.7143
182,0062f09e0780b34e9237300035f223e2,0,退货，在买呢,1,0.2295
183,0062f09e0780b34e9237300035f223e2,1,签收商品的天退,1,0.0711
184,0062f09e0780b34e9237300035f223e2,0,可以上门换新吗,1,0.6808
185,0062f09e0780b34e9237300035f223e2,1,依照审核意见为准,1,0.6401
186,0062f09e0780b34e9237300035f223e2,0,可以换尺码吗,1,0.6648
187,0062f09e0780b34e9237300035f223e2,1,可以的,1,0.8258
188,0062f09e0780b34e9237300035f223e2,0,好的,1,0.8565
190,0068fafe8d7442724c821c0404c9af93,0,九号之前能不能到货,1,0.6482
191,0068fafe8d7442724c821c0404c9af93,1,这个没有显示预计的到货，配送前快递会联系您的,1,0.2637
192,0068fafe8d7442724c821c0404c9af93,0,九号之前一定要到，因为我九号回老家，我想要申请售后服务，麻烦你帮我催下,1,0.7555
193,0068fafe8d7442724c821c0404c9af93,1,我们也为您跟踪下配送的情况到后通知加急配送的哦,2,0.5635
196,006ab17700d5e3e2f48a1ab2aa472abb,0,你好我写错了能改吗，那个是我家但是已经回老家了没人收货,1,0.332
197,006ab17700d5e3e2f48a1ab2aa472abb,1,您好，还辛苦您再等待下哦，这里正在为您查询中哈请问是这个商品吗,1,0.3202
198,006ab17700d5e3e2f48a1ab2aa472abb,0,好的,1,0.8565
199,006ab17700d5e3e2f48a1ab2aa472abb,1,哦哦，您好，正常情况下订单提交成功是不支持修改的呢，麻烦您看下订单详情页是否有修改的按钮，如有，您可击修改末级联系人电话号码送货信息，如没有修改按钮，说明订单已不支持修改了呢，还请您理解哦,1,0.281
200,006ab17700d5e3e2f48a1ab2aa472abb,0,那个没有人收货了啊，那如果我申请退货呢,1,0.0402
201,006ab17700d5e3e2f48a1ab2aa472abb,1,可以的，需要我给您取消下的吗,1,0.2334
202,006ab17700d5e3e2f48a1ab2aa472abb,0,得多长能退回款，申请取消订单后我再下单改，是你们帮我申请快还是我自己申请快啊，我已经自己申请退款了,1,0.007
203,006ab17700d5e3e2f48a1ab2aa472abb,1,财务审核通过，退款中，已经在操作了最快今天可以退款完成原路返回的,1,0.5181
204,006ab17700d5e3e2f48a1ab2aa472abb,0,谢谢您了,2,0.8859
205,006ab17700d5e3e2f48a1ab2aa472abb,1,正常周期是天左右的，辛苦了不客气的，您的满意是我们的追求期待能再次为您服务,2,0.8214
206,006ab17700d5e3e2f48a1ab2aa472abb,0,没有了谢谢,2,0.6488
215,00752e71429e1e7a3895c177f4cf2556,0,不还是之前的问题，不好意思，下午开会信号不好,1,0.1691
216,00752e71429e1e7a3895c177f4cf2556,1,好的亲这边正在帮您查询，请您稍等一会会哦，不要离开，感谢您的谅解哦,2,0.9649
217,00752e71429e1e7a3895c177f4cf2556,0,你好，我想问大约何可以发货,1,0.8063
218,00752e71429e1e7a3895c177f4cf2556,1,您好，看了您订单的这款商品，由于这款商品的性价比非常高，所以很多客户购买，现在库房货源已经紧俏，我刚才帮您查询了到货，您的商品到货是天左右我们采购人员已联系生产商正在紧急备货中，待商品到货之后，我们会第一将商品安全送到您的手中，还请您耐心等待下,2,0.8877
219,00752e71429e1e7a3895c177f4cf2556,0,好的，可以接受,2,0.9547
220,00752e71429e1e7a3895c177f4cf2556,1,请问还有其他还可以帮到您的吗,1,0.405
221,00752e71429e1e7a3895c177f4cf2556,0,没有了，谢谢,2,0.685
222,00752e71429e1e7a3895c177f4cf2556,1,没有其他问题的话，妹子就和您说再见了哦，遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9841
224,0075f2cbbea62331a5dd0050dfaa0b13,0,这个订单可否改成今天送到，刚才忘记改了，可否今天送到,1,0.5202
225,0075f2cbbea62331a5dd0050dfaa0b13,1,用户希望送货日期,1,0.1093
226,0075f2cbbea62331a5dd0050dfaa0b13,0,这不是忘记改了吗，所以才找你客服的呢，能不能帮我改今天送到,1,0.4223
227,0075f2cbbea62331a5dd0050dfaa0b13,1,那天送不到的，我们是上午出库的,1,0.5333
228,0075f2cbbea62331a5dd0050dfaa0b13,0,今天送不到吗,1,0.1819
229,0075f2cbbea62331a5dd0050dfaa0b13,1,是的，亲，明天送达的,1,0.736
230,0075f2cbbea62331a5dd0050dfaa0b13,0,好吧，没事了,1,0.7017
231,0075f2cbbea62331a5dd0050dfaa0b13,1,非常抱歉，天气降温了，要注意多喝水，多穿衣服，注意身体，有个好身体才有好心情，妹子怠慢的方，您多多包含哦，辛苦您在聊天框的的中的给我一个评价哦，妹子期待再次为您服务,2,0.9856
232,00838748cc4126c84d1fe6f78650f4c7,0,麻烦帮我取消这个订单，因为我这边是驿，驿会自动收件,1,0.4767
233,00838748cc4126c84d1fe6f78650f4c7,1,您请稍等哦，您好，这单亲亲已经提交取消订单了哦这面帮亲亲和备注下，这单亲亲拒收，您看可以吗,2,0.6367
234,00838748cc4126c84d1fe6f78650f4c7,0,好的，所以我联系你，我也不想回头我再付运费,1,0.6217
235,00838748cc4126c84d1fe6f78650f4c7,1,嗯，好的哦,2,0.822
236,00838748cc4126c84d1fe6f78650f4c7,0,没了，谢谢,2,0.6464
237,008a446f9a7b91aea5287b2b7a27abbc,0,我想把一个退货改为上门取货，请问可以吗,1,0.1403
238,008a446f9a7b91aea5287b2b7a27abbc,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，订单么,1,0.1712
239,008a446f9a7b91aea5287b2b7a27abbc,0,"就是这个订单,主要是自提太远了",1,0.4137
242,008a446f9a7b91aea5287b2b7a27abbc,1,可以的哈，非质量问题取件费用费哦亲，取件都不变吗,1,0.4496
243,008a446f9a7b91aea5287b2b7a27abbc,0,不变的，就是收货,1,0.4763
244,008a446f9a7b91aea5287b2b7a27abbc,1,好的，这边联系售后修改预计3天内取件哦,2,0.8922
245,008a446f9a7b91aea5287b2b7a27abbc,0,今天能够来吗,1,0.3145
246,008a446f9a7b91aea5287b2b7a27abbc,1,最快7天内呢,1,0.8526
247,008a446f9a7b91aea5287b2b7a27abbc,0,"明天就上班去了,算了",0,0.6614
248,008a446f9a7b91aea5287b2b7a27abbc,1,实在不好意思,2,0.9661
249,008a446f9a7b91aea5287b2b7a27abbc,0,那就备注一下，中午吧，到都行,1,0.6077
250,008a446f9a7b91aea5287b2b7a27abbc,1,这边给您申请尽量的哈,2,0.7628
251,008a446f9a7b91aea5287b2b7a27abbc,0,好的，多谢啊,2,0.9239
254,008e6be7f91f19443475a1caca8f23b0,0,有个包包显示已完成但是我没有收到啊,0,0.391
255,008e6be7f91f19443475a1caca8f23b0,1,小妹为您看看，您稍等哦，您的订单正在配送途中，请您准备签收配送员，电话，感谢您的耐心等待这个订单就签收了，这个电话您联系过吗,1,0.2878
256,008e6be7f91f19443475a1caca8f23b0,0,没有啊，正常不应该快递打电话给我们然后我们去签收的吗,1,0.0358
257,008e6be7f91f19443475a1caca8f23b0,1,在线不是一对一服务的，回复慢了，请您稍等下哦,1,0.1857
258,008e6be7f91f19443475a1caca8f23b0,0,嗯呢,1,0.5896
259,008e6be7f91f19443475a1caca8f23b0,1,请问您联系了吗,1,0.1518
260,008e6be7f91f19443475a1caca8f23b0,0,意思是现在打电话是吗,1,0.023
261,008e6be7f91f19443475a1caca8f23b0,1,如您方便请您联系下，因号显示签收的,1,0.5005
262,008e6be7f91f19443475a1caca8f23b0,0,谢谢找到了在门卫室,2,0.9376
263,008e6be7f91f19443475a1caca8f23b0,1,哦哦，好的找到就好了呢请问还有其他还可以帮到您的吗，麻烦给小妹一个评价啦您的支持是我最大的动力呢,2,0.9585
264,008e6be7f91f19443475a1caca8f23b0,0,谢谢,2,0.931
265,008e6be7f91f19443475a1caca8f23b0,1,您客气了呢,2,0.5585
266,00906702d32fa2277214fbfaa656805a,0,什么候发货,0,0.2141
267,00906702d32fa2277214fbfaa656805a,1,帮您查看一下，稍等哦，您好，核实您选购的商品，暂库房还未到货，已显示配货，预计天到货，麻烦再等待一下可以吗,1,0.1961
268,00906702d32fa2277214fbfaa656805a,0,尽快就行,1,0.6229
269,00906702d32fa2277214fbfaa656805a,1,请问还有其他还可以帮到您的吗,2,0.405
270,00906702d32fa2277214fbfaa656805a,0,没有了，谢谢,2,0.685
271,0090d023bfa9368660805557acfc2f1e,0,我很慌啊快放假了啊,1,0.9108
272,0090d023bfa9368660805557acfc2f1e,1,马上核实情况，请您稍等哈，这边联系物流催促安排呢,1,0.1877
273,0090d023bfa9368660805557acfc2f1e,0,真的挺着急的,0,0.6751
274,0090d023bfa9368660805557acfc2f1e,1,给您带来不便，还请您见谅,2,0.1504
275,0090d023bfa9368660805557acfc2f1e,0,记得帮我多催催,1,0.6829
276,0090d023bfa9368660805557acfc2f1e,1,好的哦,2,0.8026
277,0090d023bfa9368660805557acfc2f1e,0,没了谢谢,2,0.5997
280,00a374d667769522d4afe6596d19ecad,0,我的订单还会发货吗，预计送达,1,0.4425
281,00a374d667769522d4afe6596d19ecad,1,为了更好的解决您的问题，需要核实一下商品的信息奥，请问是这个商品吗，显示需要调货的呢,1,0.0592
282,00a374d667769522d4afe6596d19ecad,0,是的，会调到的吧大概什么候可以发货,1,0.5983
283,00a374d667769522d4afe6596d19ecad,1,您附近的仓库没有货，其他的仓库为您调货安排发货的哦，一般是一周内到货发货的哦请问还有其他还可以帮到您的吗,1,0.0778
284,00a4b89afdeb8824691347e35a283edd,0,麻烦别发货了，不想买了,0,0.0433
285,00a4b89afdeb8824691347e35a283edd,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，您已经申请取消了之后，咱们会尽快拦截的如果拦截不成功还要麻烦您拒收,1,0.1176
286,00a4b89afdeb8824691347e35a283edd,0,好的，谢谢,2,0.963
