id,sessionid,watersenid,content,sentiment_key
122,0040369daa067f8700749195ffd0a5d3,0,一个，就一个轮胎包裹,1
123,0040369daa067f8700749195ffd0a5d3,1,我联系，显示分两个包裹,1
124,0040369daa067f8700749195ffd0a5d3,0,我就就看着维修工人把轮胎打开了,0
125,0040369daa067f8700749195ffd0a5d3,1,我已经联系了,2
126,0040369daa067f8700749195ffd0a5d3,0,没了，啥候给我答复,0
127,0040369daa067f8700749195ffd0a5d3,1,会查询的，正常今天会处理的,1
129,004bab37482cdbdc687ddca411aab9bd,0,我看着现在是，我买的候是，是不是应该给我返差价的,1
130,004bab37482cdbdc687ddca411aab9bd,1,可以，刚刚您申请了价保吗,1
131,004bab37482cdbdc687ddca411aab9bd,0,是的,1
132,004bab37482cdbdc687ddca411aab9bd,1,等待一下结果,1
134,0053a64b606d085664fb75ec59a1ad41,0,能催一下快递员吗,0
135,0053a64b606d085664fb75ec59a1ad41,1,马上核实情况，请您稍等哈,2
136,0053a64b606d085664fb75ec59a1ad41,0,我这边有急,0
137,0053a64b606d085664fb75ec59a1ad41,1,石家庄,1
138,0053a64b606d085664fb75ec59a1ad41,0,我想查询订单的配送信息,1
139,0053a64b606d085664fb75ec59a1ad41,1,配送中了哦,2
140,0053a64b606d085664fb75ec59a1ad41,0,我知道,1
141,0053a64b606d085664fb75ec59a1ad41,1,您先等待哦，会尽快安排呢,2
142,0053a64b606d085664fb75ec59a1ad41,0,好,1
143,0053a64b606d085664fb75ec59a1ad41,1,请问还有其他还可以帮到您的吗,2
146,0053b92bd67f8070b89c6d7eb87111cc,0,麻烦看下快递到哪了,1
147,0053b92bd67f8070b89c6d7eb87111cc,1,请您稍等一下，正在为您核实处理中哦，您的订单已到达，已经到了，辛苦您再等等的哈，我们这面也催下,2
148,0053b92bd67f8070b89c6d7eb87111cc,0,不不，我想自提，家里没人,1
149,0053b92bd67f8070b89c6d7eb87111cc,1,天津市多伦道号公寓底商,1
150,0053b92bd67f8070b89c6d7eb87111cc,0,好的,1
151,0053b92bd67f8070b89c6d7eb87111cc,1,您可以联系下沟通下自提的,2
153,00569d24b035499887023ba8652cb368,0,"你好,没有售后票子吗",1
153,00569d24b035499887023ba8652cb368,1,什么票子,1
154,00569d24b035499887023ba8652cb368,0,保修的单子，,1
155,00569d24b035499887023ba8652cb368,1,您的订单开具的是电子发票，电子发票一样具有法律效应电子发票是在订单完成后的内开具，您可以在我的订单页面击下载电子发票,1
155,00569d24b035499887023ba8652cb368,1,月初有些延，也有可能是内，遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2
156,00569d24b035499887023ba8652cb368,0,正常苹果售后都可以保吗，还是,1
157,00569d24b035499887023ba8652cb368,1,可以,1
158,00569d24b035499887023ba8652cb368,0,好的谢谢,2
159,005d43043d98c87a45926227c33c55a4,0,我这个手机退回去检测，昨天给我打电话没接到，家里信号不好，能不能再打，手机着急用,1
160,005d43043d98c87a45926227c33c55a4,1,可以，我帮您备注,2
161,005d43043d98c87a45926227c33c55a4,0,也可以打，如果打不通，主要是信号不好,1
162,005d43043d98c87a45926227c33c55a4,1,好的,1
163,005d43043d98c87a45926227c33c55a4,0,谢谢，你转达给售后他们吧，谢谢,2
164,005d43043d98c87a45926227c33c55a4,1,遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2
165,0060d47039b78c133431ce13a449aa4a,0,我昨天手套申请的退款，我现在不退了，那个钱已经退给我了，货还在我这里，请问我不想退货了怎么给你们从新付款,1
166,0060d47039b78c133431ce13a449aa4a,1,帮您通知配送终止取货,1
167,0060d47039b78c133431ce13a449aa4a,0,那钱呢,1
168,0060d47039b78c133431ce13a449aa4a,1,之后会下发付款链接，您之后在服务单里支付下就可以了,1
169,0060d47039b78c133431ce13a449aa4a,0,我怎么退还给你们，好的，那麻烦你通知一下,1
170,0060d47039b78c133431ce13a449aa4a,1,之后会有短信您的,1
171,0060d47039b78c133431ce13a449aa4a,0,完了把付款的给我，我付款，麻烦了,1
172,0060d47039b78c133431ce13a449aa4a,1,请问还有其他还可以帮到您的吗，您客气了,2
173,0060d47039b78c133431ce13a449aa4a,0,没事呢,2
174,006206af55645ccba1ba86be554f00ba,0,这个订单退款，退的不全，还少一张的,0
175,006206af55645ccba1ba86be554f00ba,1,十分抱歉，这边同沟通+客户，回复慢些，请理解等待分钟，这边会快马加鞭的努力回复的呢7,2
176,006206af55645ccba1ba86be554f00ba,0,已到账，谢谢,2
177,006206af55645ccba1ba86be554f00ba,1,您客气了，为您服务是小妹的荣幸呢,2
178,0062f09e0780b34e9237300035f223e2,0,我想换货需要多长,1
179,0062f09e0780b34e9237300035f223e2,1,没有查询到售后的申请,1
180,0062f09e0780b34e9237300035f223e2,0,我还没有提交,1
181,0062f09e0780b34e9237300035f223e2,1,天可以换，需要您先提交商品的售后的哈,2
182,0062f09e0780b34e9237300035f223e2,0,退货，在买呢,1
183,0062f09e0780b34e9237300035f223e2,1,签收商品的天退,1
184,0062f09e0780b34e9237300035f223e2,0,可以上门换新吗,1
185,0062f09e0780b34e9237300035f223e2,1,依照审核意见为准,1
186,0062f09e0780b34e9237300035f223e2,0,可以换尺码吗,1
187,0062f09e0780b34e9237300035f223e2,1,可以的,1
188,0062f09e0780b34e9237300035f223e2,0,好的,1
190,0068fafe8d7442724c821c0404c9af93,0,九号之前能不能到货,1
191,0068fafe8d7442724c821c0404c9af93,1,这个没有显示预计的到货，配送前快递会联系您的,1
192,0068fafe8d7442724c821c0404c9af93,0,九号之前一定要到，因为我九号回老家，我想要申请售后服务，麻烦你帮我催下,1
193,0068fafe8d7442724c821c0404c9af93,1,我们也为您跟踪下配送的情况到后通知加急配送的哦,2
196,006ab17700d5e3e2f48a1ab2aa472abb,0,你好我写错了能改吗，那个是我家但是已经回老家了没人收货,1
197,006ab17700d5e3e2f48a1ab2aa472abb,1,您好，还辛苦您再等待下哦，这里正在为您查询中哈请问是这个商品吗,1
198,006ab17700d5e3e2f48a1ab2aa472abb,0,好的,1
199,006ab17700d5e3e2f48a1ab2aa472abb,1,哦哦，您好，正常情况下订单提交成功是不支持修改的呢，麻烦您看下订单详情页是否有修改的按钮，如有，您可击修改末级联系人电话号码送货信息，如没有修改按钮，说明订单已不支持修改了呢，还请您理解哦,1
200,006ab17700d5e3e2f48a1ab2aa472abb,0,那个没有人收货了啊，那如果我申请退货呢,1
201,006ab17700d5e3e2f48a1ab2aa472abb,1,可以的，需要我给您取消下的吗,1
202,006ab17700d5e3e2f48a1ab2aa472abb,0,得多长能退回款，申请取消订单后我再下单改，是你们帮我申请快还是我自己申请快啊，我已经自己申请退款了,1
203,006ab17700d5e3e2f48a1ab2aa472abb,1,财务审核通过，退款中，已经在操作了最快今天可以退款完成原路返回的,1
204,006ab17700d5e3e2f48a1ab2aa472abb,0,谢谢您了,2
205,006ab17700d5e3e2f48a1ab2aa472abb,1,正常周期是天左右的，辛苦了不客气的，您的满意是我们的追求期待能再次为您服务,2
206,006ab17700d5e3e2f48a1ab2aa472abb,0,没有了谢谢,2
215,00752e71429e1e7a3895c177f4cf2556,0,不还是之前的问题，不好意思，下午开会信号不好,1
216,00752e71429e1e7a3895c177f4cf2556,1,好的亲这边正在帮您查询，请您稍等一会会哦，不要离开，感谢您的谅解哦,2
217,00752e71429e1e7a3895c177f4cf2556,0,你好，我想问大约何可以发货,1
218,00752e71429e1e7a3895c177f4cf2556,1,您好，看了您订单的这款商品，由于这款商品的性价比非常高，所以很多客户购买，现在库房货源已经紧俏，我刚才帮您查询了到货，您的商品到货是天左右我们采购人员已联系生产商正在紧急备货中，待商品到货之后，我们会第一将商品安全送到您的手中，还请您耐心等待下,2
219,00752e71429e1e7a3895c177f4cf2556,0,好的，可以接受,2
220,00752e71429e1e7a3895c177f4cf2556,1,请问还有其他还可以帮到您的吗,1
221,00752e71429e1e7a3895c177f4cf2556,0,没有了，谢谢,2
222,00752e71429e1e7a3895c177f4cf2556,1,没有其他问题的话，妹子就和您说再见了哦，遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2
224,0075f2cbbea62331a5dd0050dfaa0b13,0,这个订单可否改成今天送到，刚才忘记改了，可否今天送到,1
225,0075f2cbbea62331a5dd0050dfaa0b13,1,用户希望送货日期,1
226,0075f2cbbea62331a5dd0050dfaa0b13,0,这不是忘记改了吗，所以才找你客服的呢，能不能帮我改今天送到,1
227,0075f2cbbea62331a5dd0050dfaa0b13,1,那天送不到的，我们是上午出库的,1
228,0075f2cbbea62331a5dd0050dfaa0b13,0,今天送不到吗,1
229,0075f2cbbea62331a5dd0050dfaa0b13,1,是的，亲，明天送达的,1
230,0075f2cbbea62331a5dd0050dfaa0b13,0,好吧，没事了,1
231,0075f2cbbea62331a5dd0050dfaa0b13,1,非常抱歉，天气降温了，要注意多喝水，多穿衣服，注意身体，有个好身体才有好心情，妹子怠慢的方，您多多包含哦，辛苦您在聊天框的的中的给我一个评价哦，妹子期待再次为您服务,2
232,00838748cc4126c84d1fe6f78650f4c7,0,麻烦帮我取消这个订单，因为我这边是驿，驿会自动收件,1
233,00838748cc4126c84d1fe6f78650f4c7,1,您请稍等哦，您好，这单亲亲已经提交取消订单了哦这面帮亲亲和备注下，这单亲亲拒收，您看可以吗,2
234,00838748cc4126c84d1fe6f78650f4c7,0,好的，所以我联系你，我也不想回头我再付运费,1
235,00838748cc4126c84d1fe6f78650f4c7,1,嗯，好的哦,2
236,00838748cc4126c84d1fe6f78650f4c7,0,没了，谢谢,2
237,008a446f9a7b91aea5287b2b7a27abbc,0,我想把一个退货改为上门取货，请问可以吗,1
238,008a446f9a7b91aea5287b2b7a27abbc,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，订单么,1
239,008a446f9a7b91aea5287b2b7a27abbc,0,"就是这个订单,主要是自提太远了",1
242,008a446f9a7b91aea5287b2b7a27abbc,1,可以的哈，非质量问题取件费用费哦亲，取件都不变吗,1
243,008a446f9a7b91aea5287b2b7a27abbc,0,不变的，就是收货,1
244,008a446f9a7b91aea5287b2b7a27abbc,1,好的，这边联系售后修改预计3天内取件哦,2
245,008a446f9a7b91aea5287b2b7a27abbc,0,今天能够来吗,1
246,008a446f9a7b91aea5287b2b7a27abbc,1,最快7天内呢,1
247,008a446f9a7b91aea5287b2b7a27abbc,0,"明天就上班去了,算了",0
248,008a446f9a7b91aea5287b2b7a27abbc,1,实在不好意思,2
249,008a446f9a7b91aea5287b2b7a27abbc,0,那就备注一下，中午吧，到都行,1
250,008a446f9a7b91aea5287b2b7a27abbc,1,这边给您申请尽量的哈,2
251,008a446f9a7b91aea5287b2b7a27abbc,0,好的，多谢啊,2
254,008e6be7f91f19443475a1caca8f23b0,0,有个包包显示已完成但是我没有收到啊,0
255,008e6be7f91f19443475a1caca8f23b0,1,小妹为您看看，您稍等哦，您的订单正在配送途中，请您准备签收配送员，电话，感谢您的耐心等待这个订单就签收了，这个电话您联系过吗,1
256,008e6be7f91f19443475a1caca8f23b0,0,没有啊，正常不应该快递打电话给我们然后我们去签收的吗,1
257,008e6be7f91f19443475a1caca8f23b0,1,在线不是一对一服务的，回复慢了，请您稍等下哦,1
258,008e6be7f91f19443475a1caca8f23b0,0,嗯呢,1
259,008e6be7f91f19443475a1caca8f23b0,1,请问您联系了吗,1
260,008e6be7f91f19443475a1caca8f23b0,0,意思是现在打电话是吗,1
261,008e6be7f91f19443475a1caca8f23b0,1,如您方便请您联系下，因号显示签收的,1
262,008e6be7f91f19443475a1caca8f23b0,0,谢谢找到了在门卫室,2
263,008e6be7f91f19443475a1caca8f23b0,1,哦哦，好的找到就好了呢请问还有其他还可以帮到您的吗，麻烦给小妹一个评价啦您的支持是我最大的动力呢,2
264,008e6be7f91f19443475a1caca8f23b0,0,谢谢,2
265,008e6be7f91f19443475a1caca8f23b0,1,您客气了呢,2
266,00906702d32fa2277214fbfaa656805a,0,什么候发货,0
267,00906702d32fa2277214fbfaa656805a,1,帮您查看一下，稍等哦，您好，核实您选购的商品，暂库房还未到货，已显示配货，预计天到货，麻烦再等待一下可以吗,1
268,00906702d32fa2277214fbfaa656805a,0,尽快就行,1
269,00906702d32fa2277214fbfaa656805a,1,请问还有其他还可以帮到您的吗,2
270,00906702d32fa2277214fbfaa656805a,0,没有了，谢谢,2
271,0090d023bfa9368660805557acfc2f1e,0,我很慌啊快放假了啊,1
272,0090d023bfa9368660805557acfc2f1e,1,马上核实情况，请您稍等哈，这边联系物流催促安排呢,1
273,0090d023bfa9368660805557acfc2f1e,0,真的挺着急的,0
274,0090d023bfa9368660805557acfc2f1e,1,给您带来不便，还请您见谅,2
275,0090d023bfa9368660805557acfc2f1e,0,记得帮我多催催,1
276,0090d023bfa9368660805557acfc2f1e,1,好的哦,2
277,0090d023bfa9368660805557acfc2f1e,0,没了谢谢,2
280,00a374d667769522d4afe6596d19ecad,0,我的订单还会发货吗，预计送达,1
281,00a374d667769522d4afe6596d19ecad,1,为了更好的解决您的问题，需要核实一下商品的信息奥，请问是这个商品吗，显示需要调货的呢,1
282,00a374d667769522d4afe6596d19ecad,0,是的，会调到的吧大概什么候可以发货,1
283,00a374d667769522d4afe6596d19ecad,1,您附近的仓库没有货，其他的仓库为您调货安排发货的哦，一般是一周内到货发货的哦请问还有其他还可以帮到您的吗,1
284,00a4b89afdeb8824691347e35a283edd,0,麻烦别发货了，不想买了,0
285,00a4b89afdeb8824691347e35a283edd,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，您已经申请取消了之后，咱们会尽快拦截的如果拦截不成功还要麻烦您拒收,1
286,00a4b89afdeb8824691347e35a283edd,0,好的，谢谢,2
287,00a4b89afdeb8824691347e35a283edd,1,拒收之后一般天退回来，收到处理您的退款哈，退款完成之后个工作日返还哦，您这边查收款项都是原路返还的哦，亲爱的请您放心，小妹会一直帮您跟进至订单删除，财务退款的，亲爱的，您客气啦，亲爱的客户，有什么需要，可以联系我哦，我一直在电脑旁的，很乐意为您服务的哟,2
288,00a4b89afdeb8824691347e35a283edd,0,没有了，谢谢,2
289,00a4b89afdeb8824691347e35a283edd,1,您客气啦，亲爱的客户，有什么需要，可以联系我哦，我一直在电脑旁的，很乐意为您服务的哟,2
292,00a77bf9b227e4c0115afcfcba004c05,0,你好，现在京东自营在新疆，为什么，所有下单都不支持送货,0
293,00a77bf9b227e4c0115afcfcba004c05,1,请问提交提示什么信息呢,1
294,00a77bf9b227e4c0115afcfcba004c05,0,搜索商品候，搜不出自营商品,1
295,00a77bf9b227e4c0115afcfcba004c05,1,目前我们还未接到相关的配送放假通知的呢，是可以正常下单的,1
296,00a77bf9b227e4c0115afcfcba004c05,0,好的，我在想是不是新疆,1
297,00a77bf9b227e4c0115afcfcba004c05,1,这个目前还未接到通知的呢,1
298,00a77bf9b227e4c0115afcfcba004c05,0,好的，谢谢没有问题了,2
299,00a77bf9b227e4c0115afcfcba004c05,1,好哒，非常感谢您的支持和谅解哦请问还有其他还可以帮到您的吗,2
300,00a77bf9b227e4c0115afcfcba004c05,0,没有了，谢谢,2
301,00a77bf9b227e4c0115afcfcba004c05,1,不客气，为您服务很开心的呢，妹子祝福您幸福快乐，前程锦绣，还请您击表情栏旁边的+打赏我一个评价哦,2
302,00aa632c23bc10715b832ab6d364f786,0,问下我这个音箱坏了,1
303,00aa632c23bc10715b832ab6d364f786,1,还请您稍等，马上为您查询,1
304,00aa632c23bc10715b832ab6d364f786,0,维修的话怎么办呀,1
305,00aa632c23bc10715b832ab6d364f786,1,三诺ND永恒系列NG音箱,1
306,00aa632c23bc10715b832ab6d364f786,0,是的，早就坏了，一直没管,0
307,00aa632c23bc10715b832ab6d364f786,1,厂家服务本产品全国联保，享受三包服务，质保期为，一年质保,1
308,00aa632c23bc10715b832ab6d364f786,0,那还可以修么,1
309,00aa632c23bc10715b832ab6d364f786,1,过了质保的呢,1
310,00aa632c23bc10715b832ab6d364f786,0,我看售后那里还可以取件维修呀，是什么情况,1
311,00aa632c23bc10715b832ab6d364f786,1,是可以提交的，只是您这个已经过了质保期的亲，建议您直接联系厂家维修的呢,1
312,00aa632c23bc10715b832ab6d364f786,0,哦，好吧,1
313,00aa632c23bc10715b832ab6d364f786,1,请问还有其他还可以帮到您的吗,1
315,00abb1cf778c33d00ab62d8b39356764,0,你好，我这个能否申请价保,1
320,00abb1cf778c33d00ab62d8b39356764,1,差价，已经为您申请成功，差价工作日原路退回的哈000,2
321,00abb1cf778c33d00ab62d8b39356764,0,好的，谢谢你，晚安,2
322,00abb1cf778c33d00ab62d8b39356764,1,您太客气了呢，这都是我应该做呢的，还辛苦您给小妹打个评价呢击表情栏旁边的+哦请问还有其他还可以帮到您的吗,2
323,00ae5f56b7d2b6a4d9faf71c96dc225d,0,你好，昨天咨询过，今天还没有货，帮我申请退货可以吗,1
324,00ae5f56b7d2b6a4d9faf71c96dc225d,1,您好，请问有什么可以帮您,2
